timestamp,open,high,low,close,volume,Dividends,Stock Splits,adj_close
2024-07-15 00:00:00-04:00,184.02854389156028,187.3325462689943,184.02854389156028,185.6307830810547,16474000,0.0,0.0,185.6307830810547
2024-07-16 00:00:00-04:00,186.4567901173401,187.77041886786637,182.48601933178097,183.0333709716797,18290700,0.0,0.0,183.0333709716797
2024-07-17 00:00:00-04:00,182.08795064839637,182.6651564421575,179.03274302740357,180.14735412597656,20734100,0.0,0.0,180.14735412597656
2024-07-18 00:00:00-04:00,181.05295487059834,181.62021433579056,175.61928463310315,176.83340454101562,25315700,0.0,0.0,176.83340454101562
2024-07-19 00:00:00-04:00,178.0176629486904,179.42085410193457,176.27609932136212,176.8035430908203,18881900,0.0,0.0,176.8035430908203
2024-07-22 00:00:00-04:00,179.71943968229127,181.81926877089793,179.36117449989095,180.7942352294922,24100300,0.0,0.0,180.7942352294922
2024-07-23 00:00:00-04:00,181.1723915861467,182.7248688386663,180.66484043304783,180.91363525390625,36352700,0.0,0.0,180.91363525390625
2024-07-24 00:00:00-04:00,172.76311556825274,175.34062605737992,170.99169780323467,171.79779052734375,49585200,0.0,0.0,171.79779052734375
2024-07-25 00:00:00-04:00,171.68833187653044,172.5839871452518,166.3840245463068,166.4735870361328,44852000,0.0,0.0,166.4735870361328
2024-07-26 00:00:00-04:00,166.3442171128344,167.27968810242183,163.2691166612827,166.1949462890625,41336900,0.0,0.0,166.1949462890625
2024-07-29 00:00:00-04:00,168.01611559502874,169.608393293323,167.18016866453198,168.71273803710938,20293800,0.0,0.0,168.71273803710938
2024-07-30 00:00:00-04:00,169.41932361948145,170.40454137374448,167.62799790459795,169.4690704345703,18959700,0.0,0.0,169.4690704345703
2024-07-31 00:00:00-04:00,172.40484468943953,173.40997018336077,169.1904050404806,170.71302795410156,25729100,0.0,0.0,170.71302795410156
2024-08-01 00:00:00-04:00,169.4292621603197,173.2109462323684,168.06587148855277,169.93679809570312,24531400,0.0,0.0,169.93679809570312
2024-08-02 00:00:00-04:00,165.6376419849292,167.69765520059823,163.8761704054218,165.85658264160156,29130100,0.0,0.0,165.85658264160156
2024-08-05 00:00:00-04:00,154.75036261781605,163.63730541364623,154.18310319583753,158.48228454589844,53630700,0.0,0.0,158.48228454589844
2024-08-06 00:00:00-04:00,158.56189606663975,159.79592368146163,155.65597476582894,157.5269012451172,49004600,0.0,0.0,157.5269012451172
2024-08-07 00:00:00-04:00,160.47265932061046,162.19431522765845,157.70606212977745,158.17379760742188,25138600,0.0,0.0,158.17379760742188
2024-08-08 00:00:00-04:00,159.73620945801972,162.9008872407048,159.43766784333874,161.24888610839844,25578800,0.0,0.0,161.24888610839844
2024-08-09 00:00:00-04:00,159.23862184827473,163.000398092681,158.29320462440444,162.8809814453125,28602300,0.0,0.0,162.8809814453125
2024-08-12 00:00:00-04:00,163.55772680166666,164.1050632777601,161.0598169977751,161.5076446533203,15895300,0.0,0.0,161.5076446533203
2024-08-13 00:00:00-04:00,162.6222526120054,163.93588138808704,162.18437129156789,163.36863708496094,18551700,0.0,0.0,163.36863708496094
2024-08-14 00:00:00-04:00,161.61712144855042,162.4331758099283,156.94974302137922,159.59690856933594,40591100,0.0,0.0,159.59690856933594
2024-08-15 00:00:00-04:00,159.72626872855503,160.86077245977856,158.8405598084352,160.5224151611328,31524300,0.0,0.0,160.5224151611328
2024-08-16 00:00:00-04:00,160.69160061413007,164.26429060839104,160.3532433011583,162.17442321777344,24208600,0.0,0.0,162.17442321777344
2024-08-19 00:00:00-04:00,164.48323275862353,165.88643920984657,163.4681456252674,165.8665313720703,22416200,0.0,0.0,165.8665313720703
2024-08-20 00:00:00-04:00,166.09542022279516,167.82703768322662,166.01581924125838,166.3740692138672,18341500,0.0,0.0,166.3740692138672
2024-08-21 00:00:00-04:00,164.35383848738525,166.04565527229005,163.87615672417527,165.05047607421875,22902000,0.0,0.0,165.05047607421875
2024-08-22 00:00:00-04:00,166.45367234576213,166.78208331350032,162.52271742896883,163.01036071777344,22493300,0.0,0.0,163.01036071777344
2024-08-23 00:00:00-04:00,163.92592374785485,165.37887691786474,163.0402148418206,164.8215789794922,13955700,0.0,0.0,164.8215789794922
2024-08-26 00:00:00-04:00,165.57791890865434,166.74227674166048,163.66717668126768,165.35897827148438,14190400,0.0,0.0,165.35897827148438
2024-08-27 00:00:00-04:00,165.0405353166051,165.63764898462333,163.66719817653333,163.88612365722656,11821900,0.0,0.0,163.88612365722656
2024-08-28 00:00:00-04:00,164.24437113378522,164.80168425036075,160.75129755216656,162.06494140625,16407400,0.0,0.0,162.06494140625
2024-08-29 00:00:00-04:00,163.51789374193322,165.1698948767712,159.4774685746095,161.00009155273438,19699800,0.0,0.0,161.00009155273438
2024-08-30 00:00:00-04:00,161.83604601344157,162.8710409450861,160.91053659277384,162.59239196777344,22123800,0.0,0.0,162.59239196777344
2024-09-03 00:00:00-04:00,160.94040780103785,161.06978597750356,155.7256624721741,156.60142517089844,38945300,0.0,0.0,156.60142517089844
2024-09-04 00:00:00-04:00,155.90479511888367,158.23351107132694,155.20817263549011,155.69580078125,19353800,0.0,0.0,155.69580078125
2024-09-05 00:00:00-04:00,155.54652368100116,158.6813323223821,155.22805902416937,156.48199462890625,18688700,0.0,0.0,156.48199462890625
2024-09-06 00:00:00-04:00,156.5417079408381,157.06915175843542,149.82424762233464,150.1924591064453,37912100,0.0,0.0,150.1924591064453
2024-09-09 00:00:00-04:00,151.97618615473306,152.86307041013015,146.70470865576445,148.1894989013672,39260500,0.2,0.0,148.1894989013672
