timestamp,open,high,low,close,adj_close,volume
2024-07-15,253.64,255.73,251.19,251.53,245.7429,3393612
2024-07-16,251.0,257.31,250.1,257.27,251.3508,4172974
2024-07-17,258.97,262.05,257.8587,261.0,254.995,3711520
2024-07-18,258.03,262.33,257.6003,259.52,253.5491,3421839
2024-07-19,260.39,260.44,255.03,257.28,251.3606,3470585
2024-07-22,258.3,259.79,256.4,259.54,253.5686,2759527
2024-07-23,259.68,260.1378,253.5096,254.05,248.2049,2653141
2024-07-24,246.32,254.33,246.12,253.37,247.5406,5983281
2024-07-25,254.19,256.09,251.1,251.46,245.6745,3323080
2024-07-26,252.9,254.045,250.75,252.0,246.2021,4002852
2024-07-29,253.55,263.93,250.23,261.42,255.4054,9380960
2024-07-30,261.0,267.37,260.31,266.44,260.3099,4936596
2024-07-31,265.42,267.67,263.2,265.4,259.2938,4652053
2024-08-01,266.82,268.77,262.4,268.75,262.5667,4935952
2024-08-02,269.4,276.81,268.8,276.69,270.324,9585900
2024-08-05,274.04,277.87,267.6796,268.45,262.2736,6794876
2024-08-06,269.86,273.2,268.08,270.06,263.8466,3369337
2024-08-07,269.56,273.14,268.58,269.37,263.1725,3539980
2024-08-08,268.93,273.65,268.08,271.19,264.9506,3227234
2024-08-09,271.7,271.7,266.96,267.91,261.746,2664877
2024-08-12,267.46,269.53,265.33,269.46,263.2604,3008100
2024-08-13,270.31,272.0,267.54,270.31,264.0908,2603592
2024-08-14,269.86,271.5075,268.5,271.15,264.9115,2242138
2024-08-15,272.0,275.76,271.85,274.87,268.5459,2445218
2024-08-16,274.75,279.5,274.7,278.49,272.0826,3286217
2024-08-19,282.33,288.32,281.72,287.55,280.9342,5268793
2024-08-20,286.5,290.265,285.21,285.63,279.0583,3697631
2024-08-21,287.15,289.97,286.265,289.71,283.0445,2686435
2024-08-22,289.55,290.5,287.55,289.21,282.556,1746359
2024-08-23,290.38,290.78,287.13,289.52,282.8589,2145946
2024-08-26,289.25,292.21,287.87,288.68,282.0382,2018540
2024-08-27,289.08,290.3,288.06,289.64,282.9761,2897582
2024-08-28,289.95,290.96,285.26,287.05,280.4457,2603793
2024-08-29,287.78,289.11,284.78,287.86,281.237,1797229
2024-08-30,287.56,288.88,286.29,288.66,282.0186,2528549
2024-09-03,286.36,288.21,283.71,285.52,280.5921,2902782
2024-09-04,286.55,288.97,285.99,288.03,283.0587,2558502
2024-09-05,289.0,289.545,286.24,287.97,282.9998,2412493
2024-09-06,287.82,292.19,287.5692,289.51,284.5132,3863559
