timestamp,open,high,low,close,adj_close,volume
2024-07-15,102.29,102.65,101.52,101.62,99.5299,3776300
2024-07-16,101.87,103.69,101.75,103.68,101.5476,4341200
2024-07-17,103.82,105.28,103.82,104.99,102.8306,5433000
2024-07-18,105.0,105.46,103.78,103.84,101.7043,4450100
2024-07-19,104.5,104.5,102.64,102.81,100.6955,7229600
2024-07-22,102.68,103.82,102.62,103.77,101.6357,6207900
2024-07-23,103.77,105.58,103.62,104.97,102.811,7602000
2024-07-24,105.05,105.86,104.02,104.83,102.6739,7180200
2024-07-25,110.23,115.82,109.45,113.47,111.1362,14997000
2024-07-26,113.96,115.23,113.5,113.95,111.6063,7526300
2024-07-29,114.0,114.63,113.3,114.44,112.0863,4138900
2024-07-30,115.2,117.03,114.56,116.88,114.4761,6074400
2024-07-31,117.5,118.22,116.46,117.49,115.0735,6780400
2024-08-01,117.72,117.99,116.06,116.74,114.339,5135100
2024-08-02,116.25,118.3,115.07,116.44,114.0451,4578400
2024-08-05,115.11,116.44,114.37,115.17,112.8012,5888600
2024-08-06,115.59,116.82,114.12,114.4,112.0471,4642400
2024-08-07,114.3,115.98,113.61,114.15,111.8022,5553200
2024-08-08,113.9,115.84,113.7,115.1,112.7327,8889100
2024-08-09,115.04,116.29,114.87,116.15,113.7611,5534300
2024-08-12,116.86,117.44,115.76,116.6,114.2018,8602000
2024-08-13,116.79,117.26,116.07,116.86,114.4565,5911900
2024-08-14,116.84,117.83,116.65,117.65,115.2302,5826700
2024-08-15,118.51,118.99,117.53,118.36,115.9256,5629900
2024-08-16,117.87,118.62,117.57,117.95,116.1423,5251500
2024-08-19,118.0,118.52,117.98,118.35,116.5361,5389900
2024-08-20,118.33,118.68,117.24,117.95,116.1423,6129200
2024-08-21,118.5,118.64,116.95,117.26,115.4628,3050900
2024-08-22,117.36,118.06,117.18,118.02,116.2112,3743600
2024-08-23,118.29,118.89,117.91,118.52,116.7035,3427500
2024-08-26,118.69,119.73,118.39,118.7,116.8808,6260400
2024-08-27,118.68,119.59,118.39,119.49,117.6587,4101200
2024-08-28,119.77,121.35,119.68,120.84,118.988,4287200
2024-08-29,121.09,122.74,120.54,122.29,120.4157,3547800
2024-08-30,122.05,123.7,121.96,123.34,121.4497,6372000
2024-09-03,123.12,123.66,120.68,120.99,119.1357,5543900
2024-09-04,121.1,122.32,120.77,121.11,119.2538,4484200
2024-09-05,121.19,121.61,118.65,119.64,117.8064,5764500
2024-09-06,119.65,120.77,118.07,118.44,116.6248,3983700
2024-09-09,119.64,121.33,119.17,121.16,119.3031,4492000
2024-09-10,121.51,121.71,119.91,120.3,118.4562,3806700
2024-09-11,119.87,119.87,117.35,119.26,117.4322,4857200
2024-09-12,119.0,120.15,118.8,120.1,118.2593,4229700
2024-09-13,119.9,120.2,118.89,119.12,117.2943,4708000
2024-09-16,119.97,120.55,118.06,119.2,117.3731,6025400
2024-09-17,118.5,119.04,117.75,118.73,116.9103,5101500
2024-09-18,118.97,119.61,117.77,118.04,116.2309,4434800
2024-09-19,118.7,119.21,117.26,118.82,116.9989,5270600
2024-09-20,118.2,118.89,117.86,118.15,116.3392,16958300
2024-09-23,118.67,120.48,118.21,120.27,118.4267,6755400
2024-09-24,120.13,120.25,119.08,120.04,118.2002,5844600
2024-09-25,120.51,121.45,120.36,120.9,119.0471,5713600
2024-09-26,120.24,121.88,120.13,120.32,118.4759,6202600
2024-09-27,119.94,121.24,119.62,120.39,118.5449,7941800
2024-09-30,120.68,121.29,119.77,121.16,119.3031,5475700
2024-10-01,121.18,124.59,120.14,124.39,122.4836,7206900
2024-10-02,125.22,125.53,123.64,124.04,122.1389,3802900
2024-10-03,124.5,124.9,123.2,123.67,121.7746,4765700
2024-10-04,123.7,124.98,123.15,124.91,122.9956,3055900
2024-10-07,124.85,125.68,124.25,125.05,123.1334,4606100
2024-10-08,125.43,125.94,123.27,123.5,121.6072,3194500
2024-10-09,123.03,124.74,122.6,123.95,122.0503,3210400
2024-10-10,123.63,124.07,122.41,122.94,121.0558,2785300
2024-10-11,123.0,123.93,122.9,123.93,122.0306,2556200
2024-10-14,123.74,124.83,123.27,124.64,122.7297,1929700
2024-10-15,125.97,126.82,124.7,125.03,123.1138,7521300
