sma_5,sma_10,sma_20,sma_50,ema_12,ema_26,rsi_14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_percent,vol_sma,vol_ratio,price_vol,momentum_1,momentum_5,momentum_10,hl_spread
471.89,489.67299999999994,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,4.699999999999989,10.70999999999998,63.75999999999999,0.009636112787790004
471.89,489.67299999999994,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,4.699999999999989,10.70999999999998,63.75999999999999,0.011609543727858633
471.89,489.67299999999994,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,7.490000000000009,10.70999999999998,63.75999999999999,0.014871762555926616
471.89,489.67299999999994,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,-0.06999999999999318,10.70999999999998,63.75999999999999,0.016470588235294185
471.89,489.67299999999994,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,-1.079999999999984,10.70999999999998,63.75999999999999,0.014170807714983615
474.032,489.67299999999994,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,-0.3300000000000409,10.70999999999998,63.75999999999999,0.006911228639457158
480.57399999999996,489.67299999999994,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,26.700000000000045,32.710000000000036,63.75999999999999,0.03772267549721711
488.4,489.67299999999994,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,13.910000000000025,39.13000000000005,63.75999999999999,0.03528726708074535
497.48,489.67299999999994,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,6.199999999999932,45.39999999999998,63.75999999999999,0.026505561948600022
507.45599999999996,489.67299999999994,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,3.3999999999999773,49.87999999999994,63.75999999999999,0.016444359756097555
518.0659999999999,496.049,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,2.840000000000032,53.05000000000001,63.75999999999999,0.019331362292472228
525.3399999999999,502.957,517.0115000000001,545.8597999999998,496.8358333333333,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,10.019999999999982,36.36999999999995,69.07999999999998,0.024978611018115656
530.6839999999999,509.54200000000003,517.0115000000001,545.8597999999998,503.77185897435896,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,4.259999999999991,26.719999999999914,65.84999999999997,0.016275465013286187
536.1759999999998,516.828,517.0115000000001,545.8597999999998,510.7084960552268,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,6.940000000000055,27.460000000000036,72.86000000000001,0.015359107969245254
540.9699999999998,524.213,517.0115000000001,545.8597999999998,516.5641120467304,526.8688461538461,98.21651709644433,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,-0.09000000000003183,23.970000000000027,73.84999999999997,0.0359531315487363
544.5179999999998,531.2919999999999,517.0115000000001,545.8597999999998,520.9973255780027,526.8688461538461,94.30549146285185,16.774754089487715,20.9420216203208,-4.167267530833087,580.8915980822636,453.1314019177365,0.7705733165553639,1287395.0,0.640906637046128,31.940049041131875,-3.3899999999999864,17.74000000000001,70.79000000000002,0.04466610436759693
