sma_5,sma_10,sma_20,sma_50,ema_12,ema_26,rsi_14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_percent,vol_sma,vol_ratio,price_vol,momentum_1,momentum_5,momentum_10,hl_spread
269.00200000000007,264.488,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,0.8000000000000114,-0.7400000000000091,-6.849999999999966,0.014863102998696254
269.00200000000007,264.488,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,0.8000000000000114,-0.7400000000000091,-6.849999999999966,0.010547818012998979
269.00200000000007,264.488,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,3.4499999999999886,-0.7400000000000091,-6.849999999999966,0.017125045837917185
269.00200000000007,264.488,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,-3.5500000000000114,-0.7400000000000091,-6.849999999999966,0.018799925691993322
269.00200000000007,264.488,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,-3.6899999999999977,-0.7400000000000091,-6.849999999999966,0.025013184660589115
268.85400000000004,264.488,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,2.25,-0.7400000000000091,-6.849999999999966,0.012625602330880415
267.96200000000005,264.488,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,-2.919999999999959,-4.4599999999999795,-6.849999999999966,0.014502058234827503
264.25600000000003,264.488,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,-10.620000000000033,-18.53,-6.849999999999966,0.016012904748790153
261.17400000000004,264.488,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,-0.4299999999999784,-15.409999999999968,-6.849999999999966,0.021754551903523444
259.97400000000005,264.488,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,5.71999999999997,-6.0,-6.849999999999966,0.021621829954520874
258.75200000000007,263.803,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,2.140000000000043,-6.109999999999957,-6.849999999999966,0.015787461773700287
258.41400000000004,263.188,262.9285,270.89240000000007,264.13166666666666,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,1.5,-1.6899999999999977,-6.149999999999977,0.012504751045230028
260.71400000000006,262.485,262.9285,270.89240000000007,264.36833333333334,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,2.569999999999993,11.500000000000028,-7.029999999999973,0.007942183912372542
263.15200000000004,262.163,262.9285,270.89240000000007,264.60858974358973,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,0.2599999999999909,12.189999999999998,-3.2199999999999704,0.010604294363178253
264.576,262.275,262.9285,270.89240000000007,264.9118836291913,263.0915384615385,47.69420468557336,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,0.6499999999999773,7.1200000000000045,1.1200000000000045,0.019056193262810356
263.54400000000004,261.148,262.9285,270.89240000000007,263.60851691700805,263.0915384615385,37.57528657470371,1.6691212371868573,0.21196238322112196,1.4571588539657354,273.5755789890932,252.28142101090677,0.3512033204954255,8403660.0,0.8601133315721959,5.323539494546337,-10.139999999999986,-5.160000000000025,-11.269999999999982,0.03279519575729225
