timestamp,open,high,low,close,adj_close,volume
2024-07-15,41.85,42.23,41.7,41.89,40.8879,36648102
2024-07-16,42.52,44.4,42.22,44.13,43.0743,75953352
2024-07-17,43.65,44.44,43.65,43.98,42.9279,65713648
2024-07-18,43.62,44.24,42.93,43.01,41.9811,48549219
2024-07-19,42.86,43.56,42.69,42.9,41.8738,43902969
2024-07-22,42.64,42.87,41.955,42.3,41.2881,42838320
2024-07-23,42.22,42.78,42.15,42.41,41.3955,36705129
2024-07-24,42.28,42.75,42.07,42.19,41.1808,36567180
2024-07-25,42.02,42.295,41.66,41.68,40.683,41593859
2024-07-26,41.58,41.96,41.41,41.67,40.6732,52049328
2024-07-29,41.78,41.878,40.981,41.09,40.1071,37133078
2024-07-30,41.05,41.89,40.81,41.28,40.2925,44163168
2024-07-31,41.23,41.38,40.22,40.31,39.3457,50851578
2024-08-01,40.44,40.45,38.98,39.5,38.5551,60107848
2024-08-02,38.0,38.53,37.18,37.58,36.681,76727992
2024-08-05,35.65,36.955,35.14,36.65,35.7733,76075195
2024-08-06,36.65,37.31,36.54,36.92,36.0368,40614121
2024-08-07,38.1,38.585,37.27,37.3,36.4077,44952352
2024-08-08,37.82,38.415,37.66,38.21,37.296,36557832
2024-08-09,38.16,38.45,37.905,38.28,37.3643,26411230
2024-08-12,38.5,38.7299,38.01,38.17,37.2569,33040641
2024-08-13,38.37,38.48,38.12,38.46,37.54,21553471
2024-08-14,38.52,38.915,38.43,38.81,37.8816,25658859
2024-08-15,39.43,39.68,38.965,39.03,38.0963,37379820
2024-08-16,39.0,39.42,38.99,39.34,38.3989,26886619
2024-08-19,39.48,39.745,39.45,39.67,38.721,27268920
2024-08-20,39.12,39.24,38.34,38.69,37.7645,44440762
2024-08-21,38.87,38.995,38.385,38.75,37.823,33751070
2024-08-22,38.78,39.29,38.565,39.24,38.3013,35421641
2024-08-23,39.27,40.17,39.27,39.77,38.8186,45616648
2024-08-26,40.0,40.2,39.66,39.92,38.9651,44659527
2024-08-27,40.0,40.125,39.61,39.67,38.721,32323910
2024-08-28,39.34,40.27,39.33,39.95,38.9943,40700527
2024-08-29,40.05,40.34,39.53,40.17,39.2091,34810840
2024-08-30,40.17,40.86,40.13,40.75,39.7752,49098180
2024-09-03,40.58,40.9,40.23,40.7,39.7264,48472800
2024-09-04,40.66,40.95,40.28,40.5,39.5312,39629641
2024-09-05,40.8,40.94,40.01,40.14,39.1798,34214539
2024-09-06,39.77,39.875,38.56,38.76,38.0795,47007594
2024-09-09,39.25,39.705,39.1001,39.47,38.777,37610207
2024-09-10,39.84,39.84,38.325,39.28,38.5903,53983879
2024-09-11,38.99,39.03,38.01,39.0,38.3152,41190039
2024-09-12,39.05,39.33,38.535,38.78,38.0991,39948809
2024-09-13,38.88,39.09,38.44,38.65,37.9714,31887311
2024-09-16,38.81,39.21,38.79,39.1,38.4135,26336359
2024-09-17,39.28,39.8,39.21,39.55,38.8556,27769381
2024-09-18,39.62,40.12,39.415,39.62,38.9244,42527832
2024-09-19,40.04,41.045,40.01,40.87,40.1524,57977754
2024-09-20,40.62,40.73,40.24,40.27,39.5629,70725039
2024-09-23,40.21,40.44,39.75,39.87,39.17,31714850
2024-09-24,39.85,39.98,39.25,39.45,38.7573,32534881
2024-09-25,39.25,39.41,38.94,39.25,38.5609,28866010
2024-09-26,39.39,39.715,39.11,39.52,38.8261,39601422
2024-09-27,39.65,39.9,39.352,39.4,38.7082,27861080
2024-09-30,39.23,39.79,39.02,39.68,38.9833,35058352
2024-10-01,39.51,39.56,38.94,39.22,38.5314,26291189
2024-10-02,39.25,39.54,39.045,39.23,38.5412,23302750
2024-10-03,38.98,39.27,38.725,39.25,38.5609,26030230
2024-10-04,39.93,40.25,39.615,40.11,39.4058,34255930
2024-10-07,40.21,40.435,39.71,39.96,39.2584,27177529
2024-10-08,40.05,40.145,39.805,39.93,39.2289,26023650
2024-10-09,39.87,40.385,39.72,40.19,39.4843,27421000
2024-10-10,40.01,40.13,39.77,39.97,39.2682,26182260
2024-10-11,40.5,42.17,40.4,41.95,41.2134,50660738
2024-10-14,41.96,42.1799,41.72,41.91,41.1741,28098949
2024-10-15,43.225,43.3615,42.05,42.14,41.4001,61489992
2024-10-16,42.21,43.1,42.145,42.8,42.0485,42437820
2024-10-17,42.83,43.0,42.465,42.6,41.852,31708561
2024-10-18,42.43,42.645,42.11,42.32,41.577,30593529
2024-10-21,42.25,42.41,41.74,41.76,41.0268,26589500
2024-10-22,41.65,42.405,41.57,42.3,41.5573,37104406
2024-10-23,42.2,42.47,42.0199,42.34,41.5966,28569350
2024-10-24,42.32,42.66,41.97,42.65,41.9012,28392010
2024-10-25,42.92,42.98,41.785,41.89,41.1545,27466910
2024-10-28,42.07,42.745,42.005,42.62,41.8717,24527600
2024-10-29,42.59,42.81,42.47,42.53,41.7833,22313520
2024-10-30,41.71,42.9,41.64,42.31,41.5671,38100539
2024-10-31,42.29,42.55,41.8,41.82,41.0857,28138240
2024-11-01,42.15,42.43,41.75,41.76,41.0268,31220000
2024-11-04,41.61,42.02,41.11,41.33,40.6043,31110090
2024-11-05,41.51,42.01,41.375,41.88,41.1447,30851410
2024-11-06,44.8,45.55,44.0,45.41,44.6127,110086703
2024-11-07,45.04,45.23,44.505,44.77,43.9839,48339727
2024-11-08,45.14,45.5,44.945,45.13,44.3376,38331809
2024-11-11,45.6,46.5175,45.58,46.08,45.2709,43293527
2024-11-12,46.14,46.45,45.84,45.86,45.0548,38155887
2024-11-13,46.2,46.48,45.83,45.87,45.0646,36903859
2024-11-14,45.95,46.16,45.73,45.9,45.0941,35733070
2024-11-15,45.62,46.84,45.62,46.75,45.9292,40488859
2024-11-18,46.75,47.02,46.485,46.72,45.8997,32371770
2024-11-19,45.99,46.615,45.95,46.41,45.5951,28534100
2024-11-20,46.57,46.64,45.92,46.06,45.2513,28021051
2024-11-21,46.39,47.05,46.3,46.46,45.6443,45336461
2024-11-22,46.37,47.22,46.28,47.0,46.1748,37996160
2024-11-25,47.26,47.74,47.16,47.5,46.666,42718559
2024-11-26,47.505,47.84,47.21,47.75,46.9116,30301529
2024-11-27,47.82,47.98,47.65,47.77,46.9313,23278391
2024-11-29,47.8,48.08,47.5,47.51,46.6758,23262010
2024-12-02,47.74,47.82,46.85,47.04,46.2141,35891500
2024-12-03,47.37,47.4778,46.65,46.82,45.9979,38123770
2024-12-04,46.69,46.78,46.13,46.37,45.5558,24941279
2024-12-05,46.56,47.24,46.5,47.0,46.1748,31572100
2024-12-06,47.06,47.06,46.4,46.75,46.1847,28931689
2024-12-09,46.56,46.745,45.895,45.91,45.3548,34660941
2024-12-10,45.91,46.29,45.585,45.75,45.1968,35665762
2024-12-11,46.0,46.16,45.47,46.08,45.5228,36790461
2024-12-12,46.14,46.47,45.92,46.08,45.5228,24017311
2024-12-13,46.09,46.1,45.38,45.67,45.1177,32902262
2024-12-16,45.59,45.68,45.16,45.47,44.9201,27330400
2024-12-17,45.19,45.19,44.62,45.05,44.5052,33054648
2024-12-18,45.14,45.43,43.35,43.5,42.974,41771887
2024-12-19,43.97,44.48,43.3103,43.38,42.8554,38583594
2024-12-20,43.2,44.395,43.1024,44.17,43.6359,74222242
2024-12-23,43.9,44.11,42.78,43.89,43.3592,35374793
2024-12-24,43.93,44.415,43.93,44.38,43.8433,12054350
2024-12-26,44.21,44.58,44.105,44.55,44.0113,16079710
2024-12-27,44.24,44.78,44.06,44.34,43.8038,17972490
2024-12-30,43.89,44.14,43.55,43.91,43.379,16109770
2024-12-31,44.04,44.23,43.705,43.95,43.4185,16110350
2025-01-02,44.14,44.5868,43.8,44.29,43.7544,25610580
2025-01-03,44.75,44.85,44.15,44.81,44.2681,23455711
2025-01-06,45.155,46.15,45.0999,45.4,44.851,30518461
2025-01-07,46.28,46.65,45.65,46.08,45.5228,41111199
2025-01-08,45.9,46.26,45.69,46.21,45.6512,40246008
2025-01-10,46.0,46.05,44.735,45.11,44.5645,40741352
2025-01-13,45.1,45.34,44.69,45.06,44.5151,34353621
2025-01-14,45.6,45.92,45.23,45.78,45.2264,36379008
2025-01-15,47.12,47.46,46.84,47.1,46.5304,57154809
2025-01-16,47.0,47.51,45.82,46.64,46.076,56339289
2025-01-17,46.61,46.88,46.08,46.53,45.9673,44486090
2025-01-21,46.62,47.15,46.54,46.66,46.0957,52089090
2025-01-22,46.6,46.73,45.76,45.79,45.2363,40296219
2025-01-23,46.05,46.89,46.045,46.39,45.829,35324070
2025-01-24,46.23,46.86,46.15,46.52,45.9574,24655100
2025-01-27,46.55,47.14,46.38,47.09,46.5205,44260047
2025-01-28,47.08,47.4358,46.71,46.84,46.2736,27156641
2025-01-29,46.75,47.39,46.64,46.75,46.1847,23681529
2025-01-30,47.11,47.165,46.4,46.72,46.155,31199869
2025-01-31,46.7,46.83,46.16,46.3,45.7401,30392920
2025-02-03,45.42,46.48,45.11,46.21,45.6512,36497711
2025-02-04,46.35,47.13,46.27,46.71,46.1451,32893988
2025-02-05,46.98,47.13,46.6448,47.11,46.5403,27696609
2025-02-06,47.44,47.98,47.17,47.74,47.1627,39793391
2025-02-07,47.84,47.97,47.38,47.4,46.8268,26504699
2025-02-10,47.48,47.555,46.4,46.67,46.1056,26725211
2025-02-11,46.55,46.93,46.275,46.79,46.2242,20314881
2025-02-12,46.57,46.58,45.935,46.21,45.6512,29777070
2025-02-13,46.52,46.57,45.97,46.33,45.7697,26815400
2025-02-14,46.48,47.09,46.48,46.96,46.3921,25960500
2025-02-18,46.56,46.65,46.16,46.53,45.9673,37824102
2025-02-19,45.88,46.055,45.4201,46.01,45.4536,38967820
2025-02-20,45.9,46.19,45.04,45.3,44.7522,40001090
2025-02-21,45.25,45.51,44.535,44.81,44.2681,43485871
2025-02-24,45.03,45.39,44.435,44.46,43.9224,35512199
2025-02-25,44.53,44.835,43.35,43.94,43.4086,38119008
2025-02-26,44.04,44.5453,43.86,43.94,43.4086,32251699
2025-02-27,44.09,44.7756,43.935,44.12,43.5865,28477730
2025-02-28,44.32,46.2,44.199,46.1,45.5425,62621152
2025-03-03,46.21,46.96,45.22,45.56,45.009,46946020
2025-03-04,44.73,44.84,42.03,42.67,42.154,78278117
2025-03-05,42.65,42.73,41.705,42.29,41.7786,52588898
2025-03-06,41.59,41.89,40.9556,41.46,40.9586,58103512
2025-03-07,41.31,41.73,40.61,41.4,41.1575,50651434
2025-03-10,40.4,40.62,39.18,39.83,39.5967,77498438
2025-03-11,39.7,40.66,39.27,39.61,39.3779,50608379
2025-03-12,40.31,40.5,39.2,39.91,39.6762,42290672
2025-03-13,39.97,40.19,39.33,39.67,39.4376,37766078
2025-03-14,40.26,41.015,40.1724,40.89,40.6504,35979930
2025-03-17,40.92,41.77,40.59,41.44,41.1972,37242801
