timestamp,open,high,low,close,adj_close,volume
2024-07-15,466.71,467.25,462.78,463.88,451.9562,783000
2024-07-16,463.75,469.19,463.75,468.58,456.5354,736400
2024-07-17,470.0,476.78,469.7,476.07,463.8329,1123100
2024-07-18,474.5,480.86,473.02,476.0,463.7647,981100
2024-07-19,479.54,479.54,472.81,474.92,462.7124,889400
2024-07-22,475.0,476.13,472.85,474.59,462.3909,881600
2024-07-23,488.84,501.77,482.86,501.29,488.4046,2579100
2024-07-24,505.0,519.59,501.41,515.2,501.9571,2580100
2024-07-25,515.0,526.69,512.87,521.4,507.9977,1923900
2024-07-26,522.29,528.64,520.01,524.8,511.3103,1141300
2024-07-29,523.0,529.46,519.26,527.64,514.0773,961200
2024-07-30,527.95,538.46,525.03,537.66,523.8397,1234200
2024-07-31,543.0,547.0,538.18,541.92,527.9902,1481500
2024-08-01,544.04,549.12,540.69,548.86,534.7518,1271700
2024-08-02,551.12,561.12,541.39,548.77,534.6642,1484800
2024-08-05,553.16,562.6,538.24,545.38,531.3613,1683800
2024-08-06,545.98,549.48,541.14,541.56,527.6395,1033700
2024-08-07,539.87,552.17,536.74,548.51,534.4108,1306600
2024-08-08,545.51,553.68,543.69,551.62,537.4409,846300
2024-08-09,552.16,553.61,548.13,551.58,537.4019,825100
2024-08-12,551.07,557.56,550.4,556.91,542.5949,793700
2024-08-13,556.9,559.69,552.31,559.42,545.0404,793600
2024-08-14,558.08,564.22,557.0,563.22,548.7427,796700
2024-08-15,561.8,564.08,558.83,560.29,545.888,974600
2024-08-16,561.3,562.42,557.0,560.13,545.7321,912000
2024-08-19,555.32,562.76,555.25,558.39,544.0369,709700
2024-08-20,557.97,558.9,550.96,557.01,542.6923,972200
2024-08-21,558.38,559.99,553.31,553.76,539.5259,883100
2024-08-22,554.18,558.18,553.27,557.03,542.7118,774500
2024-08-23,558.0,558.87,552.78,555.01,540.7438,870400
2024-08-26,556.11,560.14,556.11,558.1,543.7543,795400
2024-08-27,559.45,562.19,557.02,560.41,546.005,749600
2024-08-28,562.2,568.73,561.78,563.98,549.4832,829300
2024-08-29,564.0,568.57,563.0,566.85,552.2794,662300
2024-08-30,564.97,569.09,562.55,568.1,553.4973,1082800
2024-09-03,567.33,572.0,565.19,567.22,555.7261,1266900
2024-09-04,569.34,578.73,568.72,574.78,563.1329,941700
2024-09-05,575.2,575.92,564.41,568.59,557.0683,841000
